title,id,authors,abstract,journal,published
"Gauge-invariant microscopic kinetic theory of superconductivity in
  response to electromagnetic fields",http://arxiv.org/abs/1807.03414v1,"['F. Yang', 'M. W. Wu']","  Within a gauge-invariant microscopic kinetic theory, we study the
electromagnetic response in the superconducting states. Both superfluid and
normal-fluid dynamics are involved. We predict that the normal fluid is present
only when the excited superconducting velocity $v_s$ is larger than a threshold
$v_L=|\Delta|/k_F$. Interestingly, with the normal fluid, we find that there
exists friction between the normal-fluid and superfluid currents. Due to this
friction, part of the superfluid becomes viscous. Therefore, a three-fluid
model: normal fluid, non-viscous and viscous superfluids, is proposed. For the
stationary magnetic response, at $v_s<v_L$ with only the non-viscous
superfluid, the Meissner supercurrent is excited and the gap equation can
reduce to Ginzburg-Landau equation. At $v_s{\ge}v_L$, with the normal fluid,
non-viscous and viscous superfluids, in addition to the directly excited
Meissner supercurrent in the superfluid, normal-fluid current is also induced
through the friction drag with the viscous superfluid current. Due to the
normal-fluid and viscous superfluid currents, the penetration depth is
influenced by the scattering effect. In addition, a modified Ginzburg-Landau
equation is proposed. We predict an exotic phase in which both the resistivity
and superconducting gap are {\em finite}. As for the optical response, the
excited ${v_s}$ oscillates with time. When $v_s<v_L$, only the non-viscous
superfluid is present whereas at $v_s{\ge}v_L$, normal fluid, non-viscous and
viscous superfluids are present. We show that the excited normal-fluid current
exhibits the Drude-model behavior while the superfluid current consists of the
Meissner supercurrent and Bogoliubov quasiparticle current. Due to the friction
between the superfluid and normal-fluid currents, the optical conductivity is
captured by the three-fluid model. ......
","Phys. Rev. B 98, 094507 (2018)",2018-07-09 22:49:50+00:00
"Mesoscale simulation of soft particles with tunable contact angle in
  multi-component fluids",http://arxiv.org/abs/1904.11386v3,"['Maarten Wouters', 'Othmane Aouane', 'Timm Krueger', 'Jens Harting']","  Soft particles at fluid interfaces play an important role in many aspects of
our daily life, such as the food industry, paints and coatings, and medical
applications. Analytical methods are not capable of describing the emergent
effects of the complex dynamics of suspensions of many soft particles, whereas
experiments typically either only capture bulk properties or require invasive
methods. Computational methods are therefore a great tool to complement
experimental work. However, an efficient and versatile numerical method is
needed to model dense suspensions of many soft particles. In this article we
propose a method to simulate soft particles in a multi-component fluid, both at
and near fluid-fluid interfaces, based on the lattice Boltzmann method, and
characterize the error stemming from the fluid-structure coupling for the
particle equilibrium shape when adsorbed onto a fluid-fluid interface.
Furthermore, we characterize the influence of the preferential contact angle of
the particle surface and the particle softness on the vertical displacement of
the center of mass relative to the fluid interface. Finally, we demonstrate the
capability of our model by simulating a soft capsule adsorbing onto a
fluid-fluid interface with a shear flow parallel to the interface, and the
covering of a droplet suspended in another fluid by soft particles with
different wettability.
","Phys. Rev. E 100, 033309 (2019)",2019-04-25 14:41:17+00:00
Effective Magnetic Hamiltonian and Ginzburg Criterion for Fluids,http://arxiv.org/abs/cond-mat/9803154v1,['Nikolai Brilliantov'],"  We develop further the approach of Hubbard and Schofield (Phys.Lett., A40
(1972) 245), which maps the fluid Hamiltonian onto a magnetic one. We show that
all coefficients of the resulting effective Landau-Ginzburg-Wilson (LGW)
Hamiltonian may be expressed in terms of the compressibility of a reference
fluid containing only repulsive interactions, and its density derivatives; we
calculate the first few coefficients in the case of the hard-core reference
fluid. From this LGW-Hamiltonian we deduce approximate mean-field relations
between critical parameters and test them on data for Lennard-Jones,
square-well and hard-core-Yukawa fluids. We estimate the Ginzburg criterion for
these fluids.
",None,1998-03-12 18:28:04+00:00
"Fluid-fluid transitions of hard spheres with a very short-range
  attraction",http://arxiv.org/abs/cond-mat/9910155v1,['Richard P. Sear'],"  Hard spheres with an attraction of range a tenth to a hundredth of the sphere
diameter are constrained to remain fluid even at densities when monodisperse
particles at equilibrium would have crystallised, in order to compare with
experimental systems which remain fluid. They are found to have a fluid-fluid
transition at high density. As the range of the attraction tends to zero, the
density at the critical point tends towards the random-close-packing density of
hard spheres.
",Physical Review E v61 p6019-6022 (2000),1999-10-11 09:18:28+00:00
Criticality in strongly correlated fluids,http://arxiv.org/abs/cond-mat/0111247v1,['Yan Levin'],"  In this brief review I will discuss criticality in strongly correlated
fluids. Unlike simple fluids, molecules of which interact through short ranged
isotropic potential, particles of strongly correlated fluids usually interact
through long ranged forces of Coulomb or dipolar form. While for simple fluids
mechanism of phase separation into liquid and gas was elucidated by van der
Waals more than a century ago, the universality class of strongly correlated
fluids, or in some cases even existence of liquid-gas phase separation remains
uncertain.
","J. of Physics: Cond. Mat. 14, 2303 (2002)",2001-11-13 20:32:43+00:00
A lattice Boltzmann model with random dynamical constraints,http://arxiv.org/abs/cond-mat/0405214v1,"['A. Lamura', 'S. Succi']","  In this paper we introduce a modified lattice Boltzmann model (LBM) with the
capability of mimicking a fluid system with dynamic heterogeneities. The
physical system is modeled as a one-dimensional fluid, interacting with
finite-lifetime moving obstacles. Fluid motion is described by a lattice
Boltzmann equation and obstacles are randomly distributed semi-permeable
barriers which constrain the motion of the fluid particles. After a lifetime
delay, obstacles move to new random positions. It is found that the
non-linearly coupled dynamics of the fluid and obstacles produces heterogeneous
patterns in fluid density and non-exponential relaxation of two-time
autocorrelation function.
",None,2004-05-11 07:48:08+00:00
Signature of elasticity in the Faraday instability,http://arxiv.org/abs/cond-mat/0407400v1,"['Pierre Ballesta', 'Sebastien Manneville']","  We investigate the onset of the Faraday instability in a vertically vibrated
wormlike micelle solution. In this strongly viscoelastic fluid, the critical
acceleration and wavenumber are shown to present oscillations as a function of
driving frequency and fluid height. This effect, unseen neither in simple
fluids nor in previous experiments on polymeric fluids, is interpreted in terms
of standing elastic waves between the disturbed surface and the container
bottom. It is shown that the model of S. Kumar [Phys. Rev. E, {\bf 65}, 026305
(2002)] for a viscoelastic fluid accounts qualitatively for our experimental
observations. Explanations for quantitative discrepancies are proposed, such as
the influence of the nonlinear rheological behaviour of this complex fluid.
","Phys. Rev. E, vol. 71, 026308 (2005)",2004-07-15 13:29:20+00:00
Yang-Mills Magneto-Fluid Unification,http://arxiv.org/abs/hep-th/0605204v1,"['Bindu A. Bambah', 'Swadesh M. Mahajan', 'Chandrasekher Mukku']","  We generalize the hybrid magneto-fluid model of a charged fluid interacting
with an electromagnetic field to the dynamics of a relativistic hot fluid
interacting with a non-Abelian field. The fluid itself is endowed with a
non-Abelian charge and the consequences of this generalization are worked out.
Applications of this formalism to the Quark Gluon Plasma are suggested.
","Phys.Rev.Lett.97:072301,2006",2006-05-20 05:18:07+00:00
Navier-Stokes equations interacting with a nonlinear elastic fluid shell,http://arxiv.org/abs/math/0604313v2,"['C. H. Arthur Cheng', 'Daniel Coutand', 'Steve Shkoller']","  We study a moving boundary value problem consisting of a viscous
incompressible fluid moving and interacting with a nonlinear elastic fluid
shell. The fluid motion is governed by the Navier-Stokes equations, while the
fluid shell is modeled by a bending energy which extremizes the Willmore
functional and a membrane energy that extremizes the surface area of the shell.
The fluid flow and shell deformation are coupled together by continuity of
displacements and tractions (stresses) along the moving material interface. We
prove existence and uniqueness of solutions in Sobolev spaces.
",None,2006-04-13 14:28:43+00:00
Thermomagnetic convection of magnetic fluids in a cylindrical geometry,http://arxiv.org/abs/nlin/0204009v1,['Adrian Lange'],"  The thermomagnetic convection of magnetic fluids in a cylindrical geometry
subjected to a homogeneous magnetic field is studied. The study is motivated by
a novel thermal instability [W. Luo et al., Phys. Rev. Lett. 82, 4134 (1999)].
As model system a composite cylinder with inner heating is considered which
reflects the symmetry of the experimentally setup. The general condition for
the existence of a potentially unstable stratification in the magnetic fluid is
derived. Within a linear stability analysis the critical external induction for
the onset of thermomagnetic convection is determined for dilute and nondilute
magnetic fluids. The difference between both thresholds allows to test
experimentally whether a test sample is a dilute fluid or not.
","Phys. Fluids 14, 2059 (2002)",2002-04-09 08:05:07+00:00
"Optimal Control of Molecular Motion Expressed Through Quantum Fluid
  Dynamics",http://arxiv.org/abs/physics/0008247v1,"['Bijoy K. Dey', 'Herschel Rabitz', 'Attila Askar']","  A quantum fluid dynamic control formulation is presented for optimally
manipulating atomic and molecular systems. In quantum fluid dynamic the control
quantum system is expressed in terms of the probability density and the quantum
current. This choice of variables is motivated by the generally expected slowly
varying spatial-temporal dependence of the fluid dynamical variables. The
quantum fluid dynamic approach is illustrated for manipulation of the ground
electronic state dynamics of HCl induced by an external electric field.
","Physical Review A, Volume 61, page- 043412, year- 2000",2000-08-31 22:01:33+00:00
Lagrangian dynamics of the Navier-Stokes equation,http://arxiv.org/abs/physics/0508092v1,"['A. Sulaiman', 'L. T. Handoko']","  Most researches on fluid dynamics are mostly dedicated to obtain the
solutions of Navier-Stokes equation which governs fluid flow with particular
boundary conditions and approximations. We propose an alternative approach to
deal with fluid dynamics using the lagrangian. We attempt to develop a gauge
invariant lagrangian which reconstructs the Navier-Stokes equation through the
Euler-Lagrange equation. The lagrangian consists of gauge boson field $\A_\mu$
with appropriate content describing the fluid dynamics, i.e. $\A_\mu = (\Phi,
-\uv)$. An example of applying the lagrangian to the interaction of fluid in a
solitonic medium is also given.
",Proceeding of the ICAM 2005,2005-08-15 15:25:06+00:00
Spinning fluid cosmology,http://arxiv.org/abs/0807.3389v1,['Morteza Mohseni'],"  The dynamics of a spinning fluid in a flat cosmological model is
investigated. The space-time is itself generated by the spinning fluid which is
characterized by an energy-momentum tensor consisting a sum of the usual
perfect-fluid energy-momentum tensor and some Belinfante-Rosenfeld tensors. It
is shown that the equations of motion admit a solution for which the fluid
four-velocity and four-momentum are not co-linear in general. The momentum and
spin densities of the fluid are expressed in terms of the scale factor.
","Phys.Lett.B663:165-167,2008",2008-07-22 04:53:26+00:00
Falling Jets of Particles in Viscous Fluids,http://arxiv.org/abs/0810.1990v1,"['Florent Pignatel', 'Maxime Nicolas', 'Elisabeth Guazzelli', 'David Saintillan']","  This fluid dynamics video presents experiments and simulations of
gravity-driven particulate jets in viscous fluids at low Reynolds number. An
initially straight jet is shown to develop varicose modulations of its diameter
as it sediments under the action of gravity. While this instability is
qualitatively reminiscent of the classical Rayleigh-Plateau instability for
immiscible fluids, its mechanism has yet to be understood as neither inertia
nor surface tension play a role in the case of a dilute suspension at Re=0.
",None,2008-10-11 01:34:27+00:00
"Influence of gravitational forces and fluid flows on a shape of surfaces
  of a viscous fluid of capillary size",http://arxiv.org/abs/0812.1863v1,['L. Yu. Barash'],"  The Navier-Stokes equations and boundary conditions for viscous fluids of
capillary size are formulated in curvilinear coordinates associated with a
geometry of the fluid-gas interface. As a result, the fluid dynamics of drops
and menisci can be described taking into account an influence of gravitational
forces and flows on the surface shape. This gives a convenient basis for
respective numerical studies. Estimations of the effects are presented for the
case of an evaporating sessile drop.
","Phys. Rev. E 79, 025302(R) (2009)",2008-12-10 08:37:01+00:00
Normal fluid eddies in the thermal counterflow past a cylinder,http://arxiv.org/abs/0901.1728v1,"['Y. A. Sergeev', 'C. F. Barenghi']","  A recent Particle Image Velocimetry (PIV) experiment in He II counterflow
around a cylindrical obstacle showed the existence of apparently stationary
normal fluid ddies both downstream (at the rear) and upstream (in front) of the
cylinder. This rather surprising result does not have an analogue in
experimental observations of classical fluid flows. We suggest that the
explanation for the apparent stability of such eddies can be provided entirely
from the viewpoint of classical fluid dynamics. We also discuss a possible
connection between the emergence of the normal fluid eddies and the
polarization of the vortex tangle in superfluid.
",None,2009-01-13 09:03:00+00:00
Towards a Quantum Fluid Mechanical Theory of Turbulence,http://arxiv.org/abs/0903.0105v1,"['D. Drosdoff', 'A. Widom', 'J. Swain', 'Y. N. Srivastava', 'V. Parihar', 'S. Sivasubramanian']","  Recent studies of turbulence in superfluid Helium indicate that turbulence in
quantum fluids obeys a Kolmogorov scaling law. Such a law was previously
attributed to classical solutions of the Navier-Stokes equations of motion. It
is suggested that turbulence in all fluids is due to quantum fluid mechanical
effects. Employing a field theoretical view of the fluid flow velocity,
vorticity appears as quantum filamentary strings. This in turn leads directly
to the Kolmogorov critical indices for the case of fully developed turbulence.
",None,2009-02-28 20:38:58+00:00
The clebsch potential approach to fluid lagrangians,http://arxiv.org/abs/0910.3587v1,['Mark D. Roberts'],"  The clebsch potential approach to fluid lagrangians is developed in order to
establish contact with other approaches to fluids. Three variants of the
perfect fluid approach are looked at. The first is an explicit linear
lagrangian constructed directly from the clebsch potentials, this has fixed
equation of state and explicit expression for the pressure but is less general
than a perfect fluid. The second is lagrangians more general than that of a
perfect fluid which are constructed from higher powers of the comoving vector.
The third is lagrangians depending on two vector fields which can represent
both density flow and entropy flow.
",None,2009-10-19 15:20:01+00:00
Slip at Fluid-Solid Interface,http://arxiv.org/abs/1101.4421v1,['Taha Sochi'],"  The `no-slip' is a fundamental assumption and generally-accepted boundary
condition in rheology, tribology and fluid mechanics with strong experimental
support. The violations of this condition, however, are widely recognized in
many situations, especially in the flow of non-Newtonian fluids. Wall slip
could lead to large errors and flow instabilities, such as sharkskin formation
and spurt flow, and hence complicates the analysis of fluid systems and
introduces serious practical difficulties. In this article, we discuss slip at
fluid-solid interface in an attempt to highlight the main issues related to
this diverse complex phenomenon and its implications.
",None,2011-01-24 01:32:23+00:00
"Correlation function of the velocity field of a thin suspended liquid
  film",http://arxiv.org/abs/1103.4760v1,['Doriano Brogioli'],"  In this paper, I consider a thin suspended liquid film, surrounded by a
different fluid. Examples of such a system are soap films and liquid crystal
films, surrounded by air. They are considered good models for two dimensional
fluid dynamics, although air drag is known to introduce strong deviations. I
exactly solve the hydrodynamic equations of the system composed by the liquid
layer and the surrounding fluid in order to evaluate the correlation function
of the thermally excited velocity fluctuations. Both the temporal and the
spatial statistical properties are the ones of a two dimensional, hypotetical
fluid, only for temporal and spatial frequencies higher than critical values;
at lower frequencies they show significative deviations due to the interactions
of the liquid layer with the surrounding fluid.
",None,2011-03-24 13:30:21+00:00
Interaction and heat exchange in two-component relativistic fluid,http://arxiv.org/abs/1108.0956v3,"['Ernst Trojan', 'George V. Vlasov']","  A model of two-component relativistic fluid is considered, and the thermal
nature of coupling between the fluid constituents is outlined. This thermal
coupling is responsible for non-ideality of the fluid composite where the
components are not fully independent. The interaction between particles is
reflected only in the equation of state of each component, but it deals nothing
with the coupling between the fluid components and does not influence the
hydrodynamic motion. A general form of two-fluid decomposition is formulated
for arbitrary interacting system.
",None,2011-08-03 22:56:29+00:00
Noncommutative fluid dynamics in the Snyder space-time,http://arxiv.org/abs/1206.3982v2,"['M. C. B. Abdalla', 'L. Holender', 'M. A. Santos', 'I. V. Vancea']","  In this paper, we construct for the first time the non-commutative fluid with
the deformed Poincare invariance. To this end, the realization formalism of the
noncommutative spaces is employed and the results are particularized to the
Snyder space. The non-commutative fluid generalizes the fluid model in the
action functional formulation to the noncommutative space. The fluid equations
of motion and the conserved energy-momentum tensor are obtained.
",None,2012-06-18 16:24:13+00:00
Nematic topological defects in the presence of axisymmetric fluid flow,http://arxiv.org/abs/1209.4914v1,"['Robert A. Pelcovits', 'Pengyu Liu']","  Recent numerical simulations of lid-driven cavity flow of a nematic liquid
crystal have found dynamical behavior where topological defects rotate about
the center of the fluid vortex induced by the lid motion. By considering a
simpler geometry of an infinite system with axisymmetric fluid flow we show
that the Ericksen-Leslie nematodynamic equation for the director can be solved
exactly. The solution demonstrates that any configuration of defects will be
advected by the fluid flow, with the defects rotating about the center of the
fluid vortex with the angular velocity of the fluid.
",None,2012-09-21 20:29:12+00:00
Gravity-mediated holography in fluid dynamics,http://arxiv.org/abs/1303.4475v3,"['Bin Wu', 'Liu Zhao']","  For any spherically symmetric black hole spacetime with an ideal fluid
source, we establish a dual fluid system on a hypersurface near the black hole
horizon. The dual fluid is incompressible and obeys Navier-Stokes equation
subject to some external force. The force term in the fluid equation consists
in two parts, one comes from the curvature of the hypersurface, the other comes
from the stress-energy of the bulk fluid.
",Nuclear Physics B 874 (2013) 177-187,2013-03-19 03:09:15+00:00
"A new prediction of wavelength selection in radial viscous fingering
  involving normal and tangential stresses",http://arxiv.org/abs/1303.5621v1,"['Mathias Nagel', 'François Gallaire']","  We reconsider the radial Saffman-Taylor instability, when a fluid injected
from a point source displaces another fluid with a higher viscosity in a
Hele-Shaw cell, where the fluids are confined between two neighboring flat
plates. The advancing fluid front is unstable and forms fingers along the
circumference. The so-called Brinkman equations is used to describe the flow
field, which also takes into account viscous stresses in the plane and not only
viscous stresses due to the confining plates like the Darcy equation. The
dispersion relation agrees better with the experimental results than the
classical linear stability analysis of radial fingering in Hele-Shaw cells that
uses Darcy's law as a model for the fluid motion.
",None,2013-03-22 14:07:55+00:00
"The sedimentation of flexible filaments: Trajectories, particle clouds
  and a buckling instability",http://arxiv.org/abs/1310.0797v1,"['Harishankar Manikantan', 'Lei Li', 'David Saintillan', 'Saverio E. Spagnolie']","  In this fluid dynamics video we explore an array of different possible
dynamics for a flexible filament sedimenting in a viscous fluid. The
time-dependent shapes and trajectories of the filament are determined
analytically and numerically by balancing viscous, elastic and gravitational
forces in a slender-body theory for zero-Reynolds number flows. The dynamics
are characterized by a single dimensionless elasto-gravitation number. The
video shows the process of filament relaxation and reorientation, the formation
of particle clouds, and finally a buckling instability.
",None,2013-10-02 18:58:53+00:00
Thermodynamic $R$-diagrams reveal solid-like fluid states,http://arxiv.org/abs/1411.2872v1,"['George Ruppeiner', 'Peter Mausbach', 'Helge-Otmar May']","  We evaluate the thermodynamic curvature $R$ for fluid argon, hydrogen, carbon
dioxide, and water. For these fluids, $R$ is mostly negative, but we also find
significant regimes of positive $R$, which we interpret as indicating
solid-like fluid properties. Regimes of positive $R$ are present in all four
fluids at very high pressure. Water has, in addition, a narrow slab of positive
$R$ in the stable liquid phase near its triple point. Also, water is the only
fluid we found having $R$ decrease on cooling into the metastable liquid phase,
consistent with a possible second critical point.
",None,2014-11-11 16:20:28+00:00
Flow of Fractal Fluid in Pipes: Non-Integer Dimensional Space Approach,http://arxiv.org/abs/1503.02842v1,['Vasily E. Tarasov'],"  Using a generalization of vector calculus for the case of non-integer
dimensional space we consider a Poiseuille flow of an incompressible viscous
fractal fluid in the pipe. Fractal fluid is described as a continuum in
non-integer dimensional space. A generalization of the Navier-Stokes equations
for non-integer dimensional space, its solution for steady flow of fractal
fluid in a pipe and corresponding fractal fluid discharge are suggested.
","Chaos, Solitons and Fractals. Vol.67. (2014) 26-37",2015-03-10 10:03:05+00:00
Convection triggered by an electric field in a fluid heated from above,http://arxiv.org/abs/1511.06593v2,['Amey S. Joshi'],"  I consider a dielectric fluid heated from above and subjected to an electric
potential difference between its top and bottom. I show that for a suitably
chosen electric potential difference, the layer of fluid can become unstable.
For the case of a strongly polar fluid like pure water, an electric potential
difference of a few hundreds of volts can trigger convection. Although the
analysis in this paper cannot explain the phenomenon described in [Gross &
Porter(1966)], it could be because of unavailability of accurate physical
parameters of the fluid used in the experiment.
",None,2015-11-20 13:51:59+00:00
On Radiative Fluids in Anisotropic Spacetimes,http://arxiv.org/abs/1605.02430v1,"['Dmitry Shogin', 'Per Amund Amundsen']","  We apply the second-order Israel-Stewart theory of relativistic fluid- and
thermodynamics to a physically realistic model of a radiative fluid in a simple
anisotropic cosmological background. We investigate the asymptotic future of
the resulting cosmological model and review the role of the dissipative
phenomena in the early Universe. We demonstrate that the transport properties
of the fluid alone, if described appropriately, do not explain the presently
observed accelerated expansion of the Universe. Also, we show that, in
constrast to the mathematical fluid models widely used before, the radiative
fluid does approach local thermal equilibrium at late times, although very
slowly, due to the cosmological expansion.
",None,2016-05-09 06:45:10+00:00
"On direct and inverse spectral problems for sloshing of a two-layer
  fluid in an open container",http://arxiv.org/abs/1608.05652v1,['Nikolay Kuznetsov'],"  We study direct and inverse eigenvalue problems for a pair of harmonic
functions with a spectral parameter in boundary and coupling conditions. The
direct problem is relevant to sloshing frequencies of free oscillations of a
two-layer fluid in a container. The upper fluid occupies a layer bounded above
by a free surface and below by a layer of fluid of greater density. Both fluids
are assumed to be inviscid, incompressible, and heavy, whereas the free surface
and the interface between fluids are supposed to be bounded.
",None,2016-08-19 16:13:08+00:00
Time evolving fluid from Vaidya spacetime,http://arxiv.org/abs/1704.06951v1,"['Bin Wu', 'Xin Hao', 'Liu Zhao']","  A time evolving fluid system is constructed on a timelike boundary
hypersurface at finite cutoff in Vaidya spacetime. The approach used to
construct the fluid equations is a direct extension of the ordinary
Gravity/Fluid correspondence under the constrained fluctuation obeying Petrov
type I conditions. The explicit relationships between the time dependent
fluctuation modes and the fluid quantities such as density, velocity field and
kinematic viscosity parameters are established, and the resulting fluid system
is governed by a system of a sourced continuity equation and a compressible
Navier-Stokes equation with non-trivial time evolution.
","Phys. Rev. D 96, 046010 (2017)",2017-04-23 17:25:46+00:00
Fluid Elasticity Can Enable Propulsion at Low Reynolds Number,http://arxiv.org/abs/1201.0545v3,"['Nathan C. Keim', 'Mike Garcia', 'Paulo E. Arratia']","  Conventionally, a microscopic particle that performs a reciprocal stroke
cannot move through its environment. This is because at small scales, the
response of simple Newtonian fluids is purely viscous and flows are
time-reversible. We show that by contrast, fluid elasticity enables propulsion
by reciprocal forcing that is otherwise impossible. We present experiments on
rigid objects actuated reciprocally in viscous fluids, demonstrating for the
first time a purely elastic propulsion set by the object's shape and boundary
conditions. We describe two different artificial ""swimmers"" that experimentally
realize this principle.
","Phys. Fluids 24, 081703 (2012)",2012-01-02 22:18:32+00:00
Acoustic Nonreciprocity in Coriolis Mean Flow Systems,http://arxiv.org/abs/1705.10314v1,"['Masoud Naghdi', 'Farhad Farzbod']","  One way to break acoustic reciprocity is to have a moving wave propagation
medium. If the acoustic wave vector and the moving fluid velocity are collinear
we can use the wave vector shift caused by the fluid flow to break reciprocity.
In this paper we investigated an alternative approach in which the fluid
velocity enters the differential equation of the system as a cross product term
with the wave vector. A circular field where the fluid velocity increases
radially has a Coriolis acceleration term. In such a system, the acoustic wave
enters from the central wall and exits from the perimeter wall. In this paper,
we solved the differential equation numerically and investigated the effect of
fluid velocity on the nonreciprocity factor.
",None,2017-05-27 17:40:55+00:00
Acoustic streaming and its suppression in inhomogeneous fluids,http://arxiv.org/abs/1707.07369v1,"['Jonas T. Karlsen', 'Wei Qiu', 'Per Augustsson', 'Henrik Bruus']","  We present a theoretical and experimental study of boundary-driven acoustic
streaming in an inhomogeneous fluid with variations in density and
compressibility. In a homogeneous fluid this streaming results from dissipation
in the boundary layers (Rayleigh streaming). We show that in an inhomogeneous
fluid, an additional non-dissipative force density acts on the fluid to
stabilize particular inhomogeneity configurations, which markedly alters and
even suppresses the streaming flows. Our theoretical and numerical analysis of
the phenomenon is supported by ultrasound experiments performed with
inhomogeneous aqueous iodixanol solutions in a glass-silicon microchip.
","Phys. Rev. Lett. 120, 054501 (2018)",2017-07-24 00:56:58+00:00
"Linear stability analysis on the onset of viscous fingering due to a non
  monotonic viscosity profile for immiscible fluids",http://arxiv.org/abs/1710.03986v1,['Vicente Pérez-Muñuzuri'],"  The onset of viscous fingering in the presence of a non monotonic viscosity
profile is investigated theoretically for two immiscible fluids. Classical
fluid dynamics predicts that no unstable behavior may be observed when a
viscous fluid pushes a less viscous one in a Hele-Shaw cell. Here, we show that
the presence of a viscosity gradient at the interface between both fluids
destabilize the interface facilitating the spread of the perturbation. The
influence of the viscosity gradient on the dispersion relation is analyzed.
",None,2017-10-11 10:11:04+00:00
"Symmetric wetting heterogeneity suppresses fluid displacement hysteresis
  in granular piles",http://arxiv.org/abs/1801.04990v1,"['Robabeh Moosavi', 'Matthias Schröter', 'Stephan Herminghaus']","  We investigate experimentally the impact of heterogeneity on the capillary
pressure hysteresis in fluid invasion of model porous media. We focus on
`symmetric' heterogeneity, where the contact angles the fluid interface makes
with the oil-wet ($\theta_1$) and the water-wet ($\theta_2$) beads add up to
$\pi$. While enhanced heterogeneity is usually known to increase hysteresis
phenomena, we find that hysteresis is greatly reduced when heterogeneities in
wettability are introduced. On the contrary, geometric heterogeneity (like
bi-disperse particle size) does not lead to such effect. We provide a
qualitative explanation of this surprising result, resting on rather general
geometric arguments.
","Phys. Rev. Fluids 3, 024304, 2018",2018-01-15 20:29:30+00:00
Two-sphere swimmers in viscoelastic fluids,http://arxiv.org/abs/1809.04268v1,"['Charu Datt', 'Babak Nasouri', 'Gwynn J. Elfring']","  We examine swimmers comprising of two rigid spheres which oscillate
periodically along their axis of symmetry, considering both when the
oscillation is in phase and anti-phase, and study the effects of fluid
viscoelasticity on their net motion. These swimmers both display reciprocal
motion in a Newtonian fluid and hence no net swimming is achieved over one
cycle. Conversely, we find that when the two spheres are of different sizes,
the effect of viscoelasticity acts to propel the swimmers forward in the
direction of the smaller sphere. Finally, we compare the motion of rigid
spheres oscillating in viscoelastic fluids with elastic spheres in Newtonian
fluids where we find similar results.
",None,2018-09-12 06:26:43+00:00
"Fully Coupled Dynamics of the Two Fluids in Superfluid $^4$He: Anomalous
  Anisotropic Velocity Fluctuations in Counterflow",http://arxiv.org/abs/1911.01628v1,"['Satoshi Yui', 'Hiromichi Kobayashi', 'Makoto Tsubota', 'Wei Guo']","  We investigate the thermal counterflow of the superfluid $^4$He by
numerically simulating three-dimensional fully coupled dynamics of the two
fluids, namely quantized vortices and a normal fluid. We analyze the velocity
fluctuations of the laminar normal fluid arising from the mutual friction with
the quantum turbulence of the superfluid component. The streamwise fluctuations
exhibit higher intensity and longer-range autocorrelation, as compared to
transverse fluctuations. Those anomalous fluctuations are consistent with the
experiments. The fluctuations will trigger the transition of the normal fluid
to turbulence unlike single-component flows.
",None,2019-11-05 05:38:55+00:00
A geometric look at momentum flux and stress in fluid mechanics,http://arxiv.org/abs/1911.06613v1,"['Andrew D. Gilbert', 'Jacques Vanneste']","  We develop a geometric formulation of fluid dynamics, valid on arbitrary
Riemannian manifolds, that regards the momentum-flux and stress tensors as
1-form valued 2-forms, and their divergence as a covariant exterior derivative.
We review the necessary tools of differential geometry and obtain the
corresponding coordinate-free form of the equations of motion for a variety of
inviscid fluid models -- compressible and incompressible Euler equations,
Lagrangian-averaged Euler-$\alpha$ equations, magnetohydrodynamics and
shallow-water models -- using a variational derivation which automatically
yields a symmetric momentum flux. We also consider dissipative effects and
discuss the geometric form of the Navier--Stokes equations for viscous fluids
and of the Oldroyd-B model for visco-elastic fluids.
",None,2019-11-15 13:27:47+00:00
Quantum Hall Fluids,http://arxiv.org/abs/cond-mat/9501022v2,['A. Zee'],"  We review the effective field theory treatment of topological quantum fluids,
focussing on the Hall fluids.
",None,1995-01-07 01:26:16+00:00
Propulsion in a viscoelastic fluid,http://arxiv.org/abs/cond-mat/0703548v1,['Eric Lauga'],"  Flagella beating in complex fluids are significantly influenced by
viscoelastic stresses. Relevant examples include the ciliary transport of
respiratory airway mucus and the motion of spermatozoa in the mucus-filled
female reproductive tract. We consider the simplest model of such propulsion
and transport in a complex fluid, a waving sheet of small amplitude free to
move in a polymeric fluid with a single relaxation time. We show that, compared
to self-propulsion in a Newtonian fluid occurring at a velocity U_N, the sheet
swims (or transports fluid) with velocity U / U_N = [1+De^2 (eta_s)/(eta)
]/[1+De^2], where eta_s is the viscosity of the Newtonian solvent, eta is the
zero-shear-rate viscosity of the polymeric fluid, and De is the Deborah number
for the wave motion, product of the wave frequency by the fluid relaxation
time. Similar expressions are derived for the rate of work of the sheet and the
mechanical efficiency of the motion. These results are shown to be independent
of the particular nonlinear constitutive equations chosen for the fluid, and
are valid for both waves of tangential and normal motion. The generalization to
more than one relaxation time is also provided. In stark contrast with the
Newtonian case, these calculations suggest that transport and locomotion in a
non-Newtonian fluid can be conveniently tuned without having to modify the
waving gait of the sheet but instead by passively modulating the material
properties of the liquid.
","Phys. Fluids (2007) 19, 083104",2007-03-21 13:34:12+00:00
